frame,TP,FP,FN,TN
2632,7,0,0,4
2633,3,0,0,8
2634,1,0,0,2
2635,7,0,0,7
2636,3,0,0,5
2637,5,0,0,0
2638,7,0,0,6
2639,7,0,0,1
2640,9,0,0,3
2641,1,0,0,3
2642,5,0,0,4
2643,2,0,0,8
2644,3,0,0,3
2645,7,0,0,1
2646,3,0,0,4
2647,7,0,0,0
2648,4,0,0,1
2649,1,0,0,0
2650,6,0,0,5
2651,6,0,0,1
2652,2,0,0,4
2653,5,0,0,0
2654,9,0,0,3
2655,3,0,0,2
2656,7,0,0,4
2657,7,0,0,4
2658,3,0,0,7
2659,9,0,0,7
2660,1,0,0,8
2661,9,0,0,0
2662,8,0,0,8
2663,2,0,0,8
2664,9,0,0,1
2665,7,0,0,8
2666,3,0,0,8
2667,0,0,0,6
2668,3,0,0,5
2669,3,0,0,1
2670,3,0,0,4
2671,1,0,0,2
2672,3,0,0,4
2673,1,0,0,9
2674,6,0,0,5
2675,3,0,0,9
2676,4,0,0,8
2677,6,0,0,9
2678,4,0,0,7
2679,0,0,0,3
2680,7,0,0,5
2681,5,0,0,0
2682,5,0,0,8
2683,7,0,0,2
2684,8,0,0,6
2685,4,0,0,1
2686,7,0,0,7
2687,2,0,0,3
2688,1,0,0,4
2689,8,0,0,2
2690,2,0,0,3
2691,4,0,0,5
2692,0,0,0,0
2693,5,0,0,0
2694,9,0,0,6
2695,1,0,0,8
2696,9,0,0,4
2697,5,0,0,9
2698,5,0,0,8
2699,1,0,0,5
2700,1,0,0,7
2701,1,0,0,1
2702,5,0,0,8
2703,9,0,0,4
2704,2,0,0,1
2705,2,0,0,8
2706,9,0,0,1
2707,1,0,0,8
2708,0,0,0,8
2709,5,0,0,0
2710,3,0,0,8
2711,8,0,0,9
2712,7,0,0,4
2713,1,0,0,2
2714,0,0,0,9
2715,0,0,0,7
2716,6,0,0,9
2717,2,0,0,7
2718,2,0,0,3
2719,5,0,0,2
2720,2,0,0,6
2721,9,0,0,5
2722,1,0,0,2
2723,8,0,0,7
2724,6,0,0,7
2725,1,0,0,2
2726,7,0,0,2
2727,6,0,0,7
2728,2,0,0,6
2729,3,0,0,6
2730,7,0,0,0
2731,0,0,0,1
2732,2,0,0,2
2733,9,0,0,3
2734,2,0,0,2
2735,4,0,0,8
2736,1,0,0,9
2737,1,0,0,0
2738,2,0,0,9
2739,5,0,0,5
2740,8,0,0,2
2741,3,0,0,5
2742,7,0,0,1
2743,5,0,0,0
2744,0,0,0,2
2745,8,0,0,9
2746,2,0,0,0
2747,2,0,0,8
2748,2,0,0,9
2749,8,0,0,4
2750,1,0,0,0
2751,6,0,0,0
2752,7,0,0,2
2753,3,0,0,6
2754,1,0,0,9
2755,0,0,0,1
2756,7,0,0,5
2757,4,0,0,1
2758,7,0,0,3
2759,7,0,0,0
2760,6,0,0,4
2761,8,0,0,4
2762,1,0,0,6
2763,6,0,0,7
2764,6,0,0,6
2765,5,0,0,0
2766,1,0,0,6
2767,0,0,0,7
2768,3,0,0,5
2769,4,0,0,5
2770,3,0,0,1
2771,9,0,0,4
2772,8,0,0,1
2773,4,0,0,4
2774,5,0,0,2
2775,0,0,0,2
2776,9,0,0,9
2777,2,0,0,4
2778,0,0,0,4
2779,8,0,0,4
2780,5,0,0,9
2781,9,0,0,6
2782,2,0,0,2
2783,1,0,0,1
2784,3,0,0,0
2785,6,0,0,9
2786,0,0,0,0
2787,6,0,0,5
2788,9,0,0,0
2789,9,0,0,7
2790,0,0,0,7
2791,8,0,0,2
2792,6,0,0,1
2793,0,0,0,5
2794,5,0,0,4
2795,1,0,0,1
2796,4,0,0,2
2797,1,0,0,1
2798,2,0,0,2
2799,8,0,0,4
2800,9,0,0,6
2801,9,0,0,1
2802,6,0,0,1
2803,8,0,0,0
2804,5,0,0,5
2805,7,0,0,0
2806,4,0,0,2
2807,4,0,0,1
2808,5,0,0,0
2809,9,0,0,9
2810,7,0,0,2
2811,7,0,0,2
2812,6,0,0,9
2813,5,0,0,3
2814,4,0,0,8
2815,3,0,0,1
2816,6,0,0,4
2817,3,0,0,0
2818,2,0,0,1
2819,2,0,0,2
2820,7,0,0,9
2821,0,0,0,1
2822,1,0,0,1
2823,8,0,0,0
2824,3,0,0,3
2825,7,0,0,2
2826,8,0,0,8
2827,6,0,0,4
2828,0,0,0,0
2829,7,0,0,6
2830,9,0,0,1
2831,3,0,0,5
2832,4,0,0,7
2833,6,0,0,9
2834,7,0,0,8
2835,9,0,0,0
2836,5,0,0,6
2837,1,0,0,3
2838,5,0,0,5
2839,3,0,0,2
2840,2,0,0,8
2841,5,0,0,3
2842,0,0,0,2
2843,0,0,0,3
2844,0,0,0,6
2845,5,0,0,1
2846,5,0,0,8
2847,6,0,0,6
2848,0,0,0,6
2849,3,0,0,9
2850,0,0,0,5
2851,4,0,0,4
2852,0,0,0,0
2853,3,0,0,8
2854,1,0,0,1
2855,0,0,0,4
2856,9,0,0,2
2857,9,0,0,6
2858,9,0,0,9
2859,1,0,0,2
2860,3,0,0,8
2861,3,0,0,3
2862,2,0,0,1
2863,9,0,0,4
2864,4,0,0,2
2865,8,0,0,5
2866,8,0,0,3
2867,5,0,0,8
2868,6,0,0,6
2869,0,0,0,3
2870,8,0,0,4
2871,9,0,0,1
2872,0,0,0,9
2873,0,0,0,9
2874,6,0,0,4
2875,4,0,0,9
2876,1,0,0,9
2877,3,0,0,8
2878,7,0,0,1
2879,1,0,0,2
2880,2,0,0,2
2881,5,0,0,4
2882,6,0,0,2
2883,7,0,0,7
2884,2,0,0,5
2885,0,0,0,9
2886,5,0,0,6
2887,7,0,0,6
2888,3,0,0,3
2889,5,0,0,7
2890,5,0,0,7
2891,9,0,0,0
2892,1,0,0,3
2893,2,0,0,7
2894,2,0,0,7
2895,0,0,0,0
2896,9,0,0,6
2897,7,0,0,4
2898,7,0,0,7
2899,2,0,0,0
2900,6,0,0,0
2901,5,0,0,1
2902,8,0,0,1
2903,8,0,0,7
2904,7,0,0,2
2905,2,0,0,1
2906,4,0,0,9
2907,1,0,0,5
2908,8,0,0,9
2909,3,0,0,4
2910,5,0,0,6
2911,1,0,0,3
2912,2,0,0,7
2913,9,0,0,1
2914,4,0,0,4
2915,4,0,0,1
2916,9,0,0,4
2917,8,0,0,4
2918,2,0,0,0
2919,0,0,0,7
2920,9,0,0,9
2921,7,0,0,0
2922,1,0,0,2
2923,7,0,0,5
2924,5,0,0,2
2925,9,0,0,7
2926,2,0,0,9
2927,5,0,0,1
2928,7,0,0,8
2929,0,0,0,4
2930,4,0,0,9
2931,2,0,0,9
2932,3,0,0,8
2933,9,0,0,5
2934,5,0,0,7
2935,3,0,0,7
2936,4,0,0,9
2937,8,0,0,2
2938,7,0,0,1
2939,9,0,0,1
2940,5,0,0,4
2941,7,0,0,5
2942,9,0,0,3
2943,1,0,0,4
2944,8,0,0,2
2945,5,0,0,7
2946,2,0,0,0
2947,0,0,0,5
2948,6,0,0,2
2949,6,0,0,9
2950,9,0,0,5
2951,4,0,0,6
2952,8,0,0,7
2953,2,0,0,8
2954,9,0,0,0
2955,9,0,0,3
2956,2,0,0,5
2957,3,0,0,8
2958,4,0,0,2
2959,5,0,0,0
2960,5,0,0,4
2961,7,0,0,0
2962,3,0,0,6
2963,1,0,0,8
2964,2,0,0,5
2965,9,0,0,3
2966,3,0,0,6
2967,6,0,0,3
2968,2,0,0,4
2969,3,0,0,5
2970,8,0,0,7
2971,6,0,0,9
2972,0,0,0,0
2973,0,0,0,1
2974,3,0,0,3
2975,2,0,0,8
2976,3,0,0,3
2977,9,0,0,6
2978,4,0,0,1
2979,2,0,0,0
2980,4,0,0,5
2981,7,0,0,2
2982,5,0,0,9
2983,5,0,0,2
2984,2,0,0,2
2985,2,0,0,0
2986,6,0,0,7
2987,4,0,0,0
2988,8,0,0,0
2989,4,0,0,2
2990,7,0,0,6
2991,0,0,0,6
2992,8,0,0,5
2993,5,0,0,7
2994,6,0,0,9
2995,5,0,0,3
2996,5,0,0,5
2997,2,0,0,9
2998,6,0,0,8
2999,5,0,0,2
3000,2,0,0,8
3001,5,0,0,1
3002,1,0,0,1
3003,1,0,0,0
3004,0,0,0,7
3005,3,0,0,9
3006,5,0,0,8
3007,3,0,0,1
3008,0,0,0,3
3009,6,0,0,1
3010,1,0,0,3
3011,1,0,0,3
3012,7,0,0,9
3013,4,0,0,8
3014,9,0,0,1
3015,9,0,0,8
3016,6,0,0,5
3017,6,0,0,5
3018,2,0,0,8
3019,8,0,0,9
3020,4,0,0,3
3021,3,0,0,5
3022,8,0,0,1
3023,9,0,0,0
3024,9,0,0,0
3025,3,0,0,8
3026,6,0,0,6
3027,7,0,0,4
3028,4,0,0,3
3029,7,0,0,5
3030,4,0,0,1
3031,8,0,0,5
3032,6,0,0,8
3033,2,0,0,3
3034,1,0,0,7
3035,8,0,0,7
3036,9,0,0,7
3037,3,0,0,6
3038,9,0,0,0
3039,5,0,0,3
3040,1,0,0,3
3041,1,0,0,1
3042,2,0,0,6
3043,5,0,0,6
3044,8,0,0,0
3045,8,0,0,1
3046,6,0,0,2
3047,0,0,0,1
3048,0,0,0,5
3049,6,0,0,0
3050,6,0,0,3
3051,8,0,0,9
3052,3,0,0,0
3053,4,0,0,1
3054,8,0,0,1
3055,3,0,0,7
3056,2,0,0,8
3057,2,0,0,3
3058,9,0,0,4
3059,7,0,0,4
3060,6,0,0,5
3061,3,0,0,6
3062,4,0,0,3
3063,3,0,0,3
3064,2,0,0,3
3065,2,0,0,1
3066,8,0,0,8
3067,8,0,0,3
3068,9,0,0,0
3069,8,0,0,8
3070,3,0,0,0
3071,9,0,0,2
3072,9,0,0,0
3073,6,0,0,3
3074,9,0,0,9
3075,1,0,0,8
3076,5,0,0,0
3077,1,0,0,1
3078,9,0,0,8
3079,9,0,0,9
3080,6,0,0,0
3081,2,0,0,0
3082,0,0,0,5
3083,0,0,0,0
3084,2,0,0,0
3085,1,0,0,6
3086,9,0,0,3
3087,5,0,0,2
3088,9,0,0,3
3089,8,0,0,9
3090,8,0,0,5
3091,6,0,0,1
3092,3,0,0,1
3093,5,0,0,5
3094,7,0,0,5
3095,8,0,0,2
3096,1,0,0,5
3097,4,0,0,2
3098,5,0,0,0
3099,5,0,0,4
3100,6,0,0,9
3101,4,0,0,1
3102,2,0,0,1
3103,7,0,0,6
3104,0,0,0,3
3105,2,0,0,5
3106,9,0,0,5
3107,5,0,0,4
3108,2,0,0,4
3109,0,0,0,6
3110,6,0,0,5
3111,5,0,0,0
3112,7,0,0,9
3113,2,0,0,6
3114,1,0,0,4
3115,2,0,0,5
3116,8,0,0,3
3117,1,0,0,2
3118,3,0,0,2
3119,4,0,0,0
3120,8,0,0,3
3121,8,0,0,6
3122,3,0,0,4
3123,0,0,0,5
3124,4,0,0,0
3125,0,0,0,9
3126,4,0,0,6
3127,9,0,0,9
3128,7,0,0,1
3129,9,0,0,3
3130,4,0,0,0
3131,0,0,0,6
3132,1,0,0,6
3133,3,0,0,4
3134,2,0,0,0
3135,9,0,0,0
3136,0,0,0,9
3137,0,0,0,4
3138,6,0,0,9
3139,5,0,0,6
3140,8,0,0,4
3141,3,0,0,5
3142,8,0,0,2
3143,2,0,0,4
3144,3,0,0,6
3145,1,0,0,0
3146,3,0,0,2
3147,7,0,0,5
3148,6,0,0,6
3149,4,0,0,8
3150,4,0,0,0
3151,5,0,0,4
3152,5,0,0,6
3153,6,0,0,0
3154,8,0,0,5
3155,1,0,0,7
3156,0,0,0,4
3157,7,0,0,4
3158,1,0,0,4
3159,6,0,0,2
3160,2,0,0,1
3161,9,0,0,0
3162,7,0,0,0
3163,3,0,0,1
3164,4,0,0,8
3165,2,0,0,7
3166,1,0,0,0
3167,3,0,0,9
3168,7,0,0,9
3169,7,0,0,4
3170,1,0,0,8
3171,2,0,0,5
3172,7,0,0,9
3173,1,0,0,4
3174,7,0,0,1
3175,8,0,0,7
3176,3,0,0,2
3177,3,0,0,7
3178,8,0,0,4
3179,1,0,0,3
3180,0,0,0,3
3181,0,0,0,0
3182,8,0,0,6
3183,9,0,0,7
3184,0,0,0,9
3185,5,0,0,1
3186,1,0,0,8
3187,5,0,0,0
3188,5,0,0,2
3189,4,0,0,3
3190,7,0,0,8
3191,2,0,0,6
3192,5,0,0,0
3193,0,0,0,5
3194,9,0,0,7
3195,3,0,0,8
3196,6,0,0,8
3197,6,0,0,5
3198,7,0,0,2
3199,7,0,0,8
3200,1,0,0,0
3201,9,0,0,2
3202,2,0,0,0
3203,8,0,0,0
3204,5,0,0,9
3205,9,0,0,6
3206,3,0,0,7
3207,6,0,0,5
3208,0,0,0,2
3209,2,0,0,5
3210,3,0,0,0
3211,7,0,0,3
3212,5,0,0,9
3213,3,0,0,9
3214,0,0,0,4
3215,2,0,0,6
3216,4,0,0,5
3217,2,0,0,6
3218,4,0,0,5
3219,2,0,0,2
3220,4,0,0,0
3221,4,0,0,8
3222,4,0,0,2
3223,8,0,0,9
3224,4,0,0,4
3225,0,0,0,0
3226,6,0,0,5
3227,5,0,0,7
3228,1,0,0,9
3229,2,0,0,2
3230,0,0,0,9
3231,6,0,0,7
3232,5,0,0,4
3233,9,0,0,5
3234,0,0,0,2
3235,9,0,0,7
3236,5,0,0,4
3237,2,0,0,1
3238,1,0,0,9
3239,9,0,0,1
3240,0,0,0,2
3241,3,0,0,2
3242,6,0,0,0
3243,3,0,0,5
3244,6,0,0,1
3245,9,0,0,6
3246,0,0,0,2
3247,5,0,0,4
3248,9,0,0,5
3249,7,0,0,4
3250,5,0,0,9
3251,7,0,0,5
3252,4,0,0,3
3253,8,0,0,1
3254,3,0,0,2
3255,3,0,0,0
3256,1,0,0,6
3257,2,0,0,6
3258,4,0,0,1
3259,2,0,0,6
3260,5,0,0,5
3261,2,0,0,6
3262,4,0,0,3
3263,4,0,0,8
3264,6,0,0,3
3265,1,0,0,9
3266,2,0,0,4
3267,7,0,0,0
3268,3,0,0,3
3269,7,0,0,0
3270,5,0,0,7
3271,8,0,0,3
3272,0,0,0,6
3273,8,0,0,4
3274,3,0,0,5
3275,8,0,0,6
3276,7,0,0,3
3277,9,0,0,7
3278,9,0,0,7
3279,7,0,0,8
3280,4,0,0,2
3281,9,0,0,5
3282,8,0,0,6
3283,5,0,0,8
3284,8,0,0,0
3285,5,0,0,2
3286,4,0,0,0
3287,3,0,0,4
3288,7,0,0,4
3289,1,0,0,0
3290,2,0,0,8
3291,7,0,0,3
3292,7,0,0,3
3293,7,0,0,8
3294,8,0,0,2
3295,3,0,0,0
3296,6,0,0,7
3297,5,0,0,4
3298,1,0,0,1
3299,5,0,0,5
3300,9,0,0,7
3301,9,0,0,1
3302,4,0,0,4
3303,7,0,0,8
3304,2,0,0,3
3305,0,0,0,4
3306,6,0,0,0
3307,8,0,0,9
3308,6,0,0,2
3309,9,0,0,1
3310,3,0,0,0
3311,4,0,0,3
3312,9,0,0,0
3313,2,0,0,1
3314,9,0,0,8
3315,0,0,0,1
3316,6,0,0,5
3317,1,0,0,2
3318,8,0,0,3
3319,2,0,0,9
3320,6,0,0,3
3321,7,0,0,1
3322,0,0,0,6
3323,0,0,0,0
3324,9,0,0,0
3325,8,0,0,7
3326,2,0,0,7
3327,3,0,0,1
3328,8,0,0,4
3329,5,0,0,2
3330,7,0,0,7
3331,3,0,0,6
3332,8,0,0,7
3333,2,0,0,5
3334,8,0,0,4
3335,5,0,0,0
3336,7,0,0,7
3337,7,0,0,5
3338,3,0,0,3
3339,8,0,0,5
3340,6,0,0,2
3341,1,0,0,2
3342,2,0,0,6
3343,4,0,0,5
3344,2,0,0,5
3345,1,0,0,6
3346,1,0,0,3
3347,4,0,0,6
3348,9,0,0,8
3349,9,0,0,1
3350,4,0,0,3
3351,1,0,0,7
3352,4,0,0,1
3353,6,0,0,1
3354,6,0,0,8
3355,1,0,0,5
3356,5,0,0,2
3357,1,0,0,0
3358,4,0,0,6
3359,9,0,0,0
3360,4,0,0,6
3361,8,0,0,6
3362,0,0,0,8
3363,7,0,0,2
3364,5,0,0,2
3365,8,0,0,4
3366,9,0,0,5
3367,1,0,0,4
3368,1,0,0,0
3369,2,0,0,6
3370,4,0,0,8
3371,7,0,0,6
3372,9,0,0,2
3373,6,0,0,2
3374,4,0,0,1
3375,3,0,0,3
3376,4,0,0,9
3377,9,0,0,4
3378,3,0,0,6
3379,6,0,0,3
3380,6,0,0,1
3381,7,0,0,0
3382,2,0,0,9
3383,5,0,0,2
3384,2,0,0,0
3385,0,0,0,1
3386,6,0,0,8
3387,5,0,0,8
3388,6,0,0,8
3389,1,0,0,7
3390,9,0,0,9
3391,1,0,0,0
3392,7,0,0,8
3393,0,0,0,0
3394,7,0,0,0
3395,1,0,0,1
3396,5,0,0,2
3397,0,0,0,8
3398,4,0,0,2
3399,2,0,0,8
3400,4,0,0,8
3401,0,0,0,9
3402,3,0,0,6
3403,2,0,0,5
3404,1,0,0,3
3405,5,0,0,4
3406,5,0,0,9
3407,9,0,0,6
3408,8,0,0,3
3409,7,0,0,6
3410,9,0,0,8
3411,5,0,0,7
3412,8,0,0,4
3413,4,0,0,0
3414,6,0,0,4
3415,5,0,0,2
3416,1,0,0,7
3417,8,0,0,5
3418,5,0,0,5
3419,4,0,0,0
3420,4,0,0,8
3421,4,0,0,6
3422,0,0,0,7
3423,6,0,0,8
3424,3,0,0,8
3425,1,0,0,1
3426,2,0,0,1
3427,1,0,0,1
3428,7,0,0,7
3429,4,0,0,6
3430,9,0,0,7
3431,0,0,0,2
3432,3,0,0,1
3433,9,0,0,0
3434,8,0,0,7
3435,4,0,0,7
3436,5,0,0,1
3437,4,0,0,1
3438,6,0,0,9
3439,2,0,0,9
3440,3,0,0,4
3441,2,0,0,7
3442,0,0,0,2
3443,7,0,0,7
3444,3,0,0,4
3445,2,0,0,8
3446,2,0,0,2
3447,7,0,0,8
3448,0,0,0,9
3449,4,0,0,6
3450,2,0,0,2
3451,6,0,0,9
3452,7,0,0,8
3453,9,0,0,4
3454,0,0,0,0
3455,6,0,0,7
3456,2,0,0,7
3457,9,0,0,1
3458,6,0,0,0
3459,0,0,0,3
3460,4,0,0,8
3461,3,0,0,6
3462,0,0,0,6
3463,5,0,0,9
3464,9,0,0,6
3465,8,0,0,6
3466,8,0,0,4
3467,5,0,0,5
3468,9,0,0,9
3469,8,0,0,6
3470,9,0,0,9
3471,0,0,0,7
3472,2,0,0,7
3473,8,0,0,4
3474,3,0,0,3
3475,5,0,0,0
3476,3,0,0,7
3477,8,0,0,0
3478,0,0,0,6
3479,0,0,0,3
3480,7,0,0,9
3481,1,0,0,5
3482,3,0,0,2
3483,7,0,0,9
3484,9,0,0,4
3485,6,0,0,1
3486,2,0,0,9
3487,2,0,0,3
3488,9,0,0,6
3489,1,0,0,1
3490,7,0,0,1
3491,0,0,0,2
3492,1,0,0,8
3493,1,0,0,7
3494,8,0,0,6
3495,4,0,0,4
3496,7,0,0,7
3497,5,0,0,0
3498,5,0,0,9
3499,4,0,0,2
3500,1,0,0,2
3501,7,0,0,9
3502,6,0,0,5
3503,6,0,0,7
3504,1,0,0,1
3505,3,0,0,1
3506,5,0,0,8
3507,3,0,0,8
3508,9,0,0,0
3509,0,0,0,3
3510,3,0,0,5
3511,7,0,0,7
3512,2,0,0,2
3513,5,0,0,5
3514,9,0,0,3
3515,6,0,0,6
3516,3,0,0,7
3517,2,0,0,1
3518,1,0,0,4
3519,4,0,0,8
3520,9,0,0,3
3521,7,0,0,1
3522,0,0,0,4
3523,2,0,0,8
3524,8,0,0,8
3525,4,0,0,6
3526,2,0,0,6
3527,2,0,0,8
3528,3,0,0,5
3529,1,0,0,3
3530,6,0,0,5
3531,4,0,0,2
3532,8,0,0,3
3533,2,0,0,1
3534,3,0,0,8
3535,0,0,0,9
3536,7,0,0,5
3537,5,0,0,1
3538,2,0,0,0
3539,3,0,0,1
3540,0,0,0,3
3541,8,0,0,3
3542,5,0,0,7
3543,1,0,0,2
3544,1,0,0,5
3545,0,0,0,5
3546,4,0,0,9
3547,3,0,0,7
3548,3,0,0,9
3549,6,0,0,9
3550,9,0,0,9
3551,6,0,0,8
3552,8,0,0,7
3553,8,0,0,4
3554,7,0,0,2
3555,0,0,0,6
3556,8,0,0,9
3557,8,0,0,0
3558,0,0,0,7
3559,5,0,0,0
3560,3,0,0,5
3561,1,0,0,2
3562,6,0,0,1
3563,9,0,0,6
3564,2,0,0,7
3565,2,0,0,8
3566,6,0,0,8
3567,2,0,0,9
3568,0,0,0,1
3569,4,0,0,9
3570,3,0,0,1
3571,6,0,0,0
3572,0,0,0,5
3573,0,0,0,5
3574,7,0,0,8
3575,7,0,0,3
3576,1,0,0,3
3577,7,0,0,3
3578,3,0,0,4
3579,4,0,0,2
3580,6,0,0,5
3581,7,0,0,4
3582,3,0,0,4
3583,4,0,0,4
3584,9,0,0,9
3585,2,0,0,0
3586,9,0,0,8
3587,6,0,0,4
3588,6,0,0,9
3589,5,0,0,4
3590,3,0,0,2
3591,9,0,0,6
3592,9,0,0,1
3593,9,0,0,9
3594,4,0,0,5
3595,4,0,0,2
3596,2,0,0,4
3597,8,0,0,4
3598,8,0,0,6
3599,2,0,0,9
3600,3,0,0,6
3601,3,0,0,2
3602,3,0,0,5
3603,1,0,0,6
3604,9,0,0,3
3605,1,0,0,1
3606,2,0,0,6
3607,0,0,0,5
3608,0,0,0,7
3609,5,0,0,5
3610,2,0,0,9
3611,0,0,0,7
3612,8,0,0,1
3613,6,0,0,7
3614,9,0,0,4
3615,5,0,0,9
3616,0,0,0,9
3617,0,0,0,3
3618,2,0,0,6
3619,0,0,0,9
3620,5,0,0,2
3621,5,0,0,8
3622,5,0,0,1
3623,1,0,0,6
3624,2,0,0,2
3625,7,0,0,6
3626,5,0,0,5
3627,3,0,0,2
3628,7,0,0,9
3629,7,0,0,2
3630,6,0,0,8
3631,6,0,0,6
3632,0,0,0,8
3633,5,0,0,7
3634,9,0,0,1
3635,7,0,0,6
3636,2,0,0,4
3637,3,0,0,9
3638,8,0,0,0
3639,1,0,0,7
3640,5,0,0,6
3641,3,0,0,7
3642,8,0,0,6
3643,6,0,0,9
3644,7,0,0,2
3645,8,0,0,0
3646,0,0,0,1
3647,7,0,0,0
3648,1,0,0,8
3649,9,0,0,3
3650,7,0,0,1
3651,2,0,0,6
3652,4,0,0,2
3653,8,0,0,7
3654,6,0,0,2
3655,6,0,0,0
3656,5,0,0,1
3657,0,0,0,9
3658,4,0,0,8
3659,2,0,0,1
3660,6,0,0,9
3661,0,0,0,6
3662,2,0,0,8
3663,4,0,0,4
3664,5,0,0,4
3665,0,0,0,4
3666,8,0,0,8
3667,7,0,0,6
3668,4,0,0,1
3669,0,0,0,9
3670,4,0,0,2
3671,2,0,0,4
3672,6,0,0,9
3673,5,0,0,7
3674,6,0,0,6
3675,4,0,0,7
3676,9,0,0,3
3677,2,0,0,0
3678,7,0,0,9
3679,1,0,0,8
3680,4,0,0,6
3681,2,0,0,4
3682,8,0,0,9
3683,1,0,0,9
3684,4,0,0,6
3685,5,0,0,1
3686,5,0,0,1
3687,5,0,0,8
3688,6,0,0,8
3689,7,0,0,2
3690,3,0,0,4
3691,4,0,0,3
3692,2,0,0,0
3693,1,0,0,6
3694,7,0,0,5
3695,6,0,0,4
3696,3,0,0,4
3697,4,0,0,6
3698,9,0,0,4
3699,2,0,0,1
3700,2,0,0,6
3701,6,0,0,7
3702,2,0,0,1
3703,5,0,0,3
3704,3,0,0,9
3705,3,0,0,5
3706,6,0,0,2
3707,7,0,0,8
3708,2,0,0,4
3709,4,0,0,3
3710,7,0,0,5
3711,7,0,0,1
3712,6,0,0,0
3713,5,0,0,8
3714,2,0,0,5
3715,4,0,0,0
3716,6,0,0,1
3717,2,0,0,9
3718,7,0,0,8
3719,0,0,0,4
3720,1,0,0,6
3721,8,0,0,9
3722,3,0,0,6
3723,4,0,0,6
3724,2,0,0,2
3725,9,0,0,1
3726,2,0,0,8
3727,0,0,0,9
3728,7,0,0,4
3729,4,0,0,7
3730,2,0,0,2
3731,9,0,0,2
3732,7,0,0,6
3733,4,0,0,8
3734,4,0,0,7
3735,8,0,0,3
3736,2,0,0,5
3737,2,0,0,5
3738,0,0,0,2
3739,1,0,0,4
3740,3,0,0,7
3741,2,0,0,8
3742,1,0,0,2
3743,6,0,0,5
3744,1,0,0,3
3745,4,0,0,7
3746,1,0,0,5
3747,2,0,0,1
3748,9,0,0,5
3749,5,0,0,8
3750,8,0,0,3
3751,3,0,0,7
3752,4,0,0,5
3753,2,0,0,0
3754,6,0,0,9
3755,3,0,0,2
3756,9,0,0,2
3757,5,0,0,7
3758,3,0,0,3
3759,4,0,0,7
3760,9,0,0,6
3761,4,0,0,3
3762,3,0,0,8
3763,7,0,0,2
3764,4,0,0,2
3765,6,0,0,5
3766,5,0,0,8
3767,4,0,0,1
3768,5,0,0,7
3769,8,0,0,6
3770,2,0,0,9
3771,5,0,0,7
3772,2,0,0,2
3773,6,0,0,6
3774,2,0,0,9
3775,6,0,0,5
3776,9,0,0,0
3777,8,0,0,5
3778,5,0,0,4
3779,7,0,0,5
3780,8,0,0,8
3781,6,0,0,4
3782,1,0,0,1
3783,2,0,0,9
3784,6,0,0,9
3785,0,0,0,6
3786,8,0,0,7
3787,9,0,0,1
3788,1,0,0,6
3789,1,0,0,5
3790,3,0,0,3
3791,8,0,0,5
3792,3,0,0,9
3793,5,0,0,1
3794,5,0,0,0
3795,8,0,0,3
3796,7,0,0,6
3797,6,0,0,1
3798,3,0,0,0
3799,8,0,0,7
3800,7,0,0,3
3801,2,0,0,3
3802,9,0,0,4
3803,6,0,0,0
3804,7,0,0,3
3805,4,0,0,6
3806,4,0,0,5
3807,7,0,0,2
3808,2,0,0,1
3809,9,0,0,1
3810,8,0,0,1
3811,0,0,0,7
3812,7,0,0,6
3813,2,0,0,9
3814,7,0,0,6
3815,2,0,0,9
3816,2,0,0,0
3817,2,0,0,5
3818,9,0,0,0
3819,2,0,0,6
3820,6,0,0,1
3821,8,0,0,5
3822,9,0,0,0
3823,5,0,0,8
3824,7,0,0,1
3825,7,0,0,5
3826,2,0,0,5
3827,7,0,0,2
3828,5,0,0,3
3829,3,0,0,3
3830,4,0,0,8
3831,8,0,0,2
3832,1,0,0,0
3833,4,0,0,4
3834,2,0,0,1
3835,5,0,0,1
3836,8,0,0,3
3837,4,0,0,7
3838,2,0,0,1
3839,1,0,0,0
3840,8,0,0,2
3841,3,0,0,2
3842,9,0,0,6
3843,9,0,0,7
3844,3,0,0,5
3845,8,0,0,7
3846,5,0,0,4
3847,6,0,0,7
3848,1,0,0,6
3849,4,0,0,1
3850,9,0,0,5
3851,3,0,0,8
3852,7,0,0,3
3853,5,0,0,4
3854,6,0,0,5
3855,3,0,0,5
3856,1,0,0,0
3857,4,0,0,4
3858,1,0,0,0
3859,6,0,0,9
3860,6,0,0,3
3861,9,0,0,5
3862,8,0,0,4
3863,4,0,0,4
3864,6,0,0,0
3865,2,0,0,7
3866,5,0,0,3
3867,1,0,0,2
3868,6,0,0,3
3869,3,0,0,4
3870,0,0,0,6
3871,4,0,0,3
3872,6,0,0,0
3873,3,0,0,2
3874,0,0,0,3
3875,8,0,0,2
3876,8,0,0,5
3877,5,0,0,2
3878,9,0,0,8
3879,2,0,0,1
3880,3,0,0,5
3881,3,0,0,5
3882,5,0,0,4
3883,4,0,0,9
3884,9,0,0,0
3885,3,0,0,9
3886,0,0,0,1
3887,1,0,0,6
3888,3,0,0,1
3889,6,0,0,5
3890,7,0,0,5
3891,0,0,0,7
3892,6,0,0,0
3893,0,0,0,9
3894,9,0,0,9
3895,3,0,0,9
3896,0,0,0,9
3897,6,0,0,0
3898,3,0,0,3
3899,9,0,0,0
3900,6,0,0,4
3901,7,0,0,4
3902,7,0,0,2
